Source;Target;Type;Id;Label;Weight
938;6;Directed;11704;;1.0
938;11;Directed;11705;;1.0
938;12;Directed;11706;;1.0
938;14;Directed;11707;;1.0
938;91;Directed;11708;;1.0
938;198;Directed;11709;;1.0
938;229;Directed;11711;;1.0
938;236;Directed;11712;;1.0
938;317;Directed;11713;;1.0
938;329;Directed;11714;;1.0
938;767;Directed;11715;;1.0
938;837;Directed;11716;;1.0
938;854;Directed;11717;;1.0
938;938;Directed;11718;;1.0
7;205;Directed;3435;;1.0
7;7;Directed;3433;;1.0
7;102;Directed;3434;;1.0
7;416;Directed;3436;;1.0
7;884;Directed;3437;;1.0
102;205;Directed;4167;;1.0
102;7;Directed;4165;;1.0
102;102;Directed;4166;;1.0
102;416;Directed;4168;;1.0
102;884;Directed;4169;;1.0
416;205;Directed;7850;;1.0
416;7;Directed;7848;;1.0
416;102;Directed;7849;;1.0
416;416;Directed;7851;;1.0
416;884;Directed;7852;;1.0
884;205;Directed;11159;;5.0
884;431;Directed;11164;;1.0
884;7;Directed;11155;;1.0
884;102;Directed;11156;;1.0
884;416;Directed;11162;;1.0
884;884;Directed;11167;;5.0
884;398;Directed;11161;;1.0
884;163;Directed;11158;;1.0
884;987;Directed;11170;;1.0
884;217;Directed;11160;;1.0
884;429;Directed;11163;;1.0
884;136;Directed;11157;;1.0
884;885;Directed;11168;;1.0
884;986;Directed;11169;;1.0
884;487;Directed;11165;;1.0
884;768;Directed;11166;;1.0
8;205;Directed;3443;;1.0
8;8;Directed;3438;;1.0
8;16;Directed;3439;;1.0
8;17;Directed;3440;;1.0
8;19;Directed;3441;;1.0
8;21;Directed;3442;;1.0
8;320;Directed;3444;;1.0
8;623;Directed;3445;;1.0
16;205;Directed;3517;;1.0
16;8;Directed;3512;;1.0
16;16;Directed;3513;;1.0
16;17;Directed;3514;;1.0
16;19;Directed;3515;;1.0
16;21;Directed;3516;;1.0
16;320;Directed;3518;;1.0
16;623;Directed;3519;;1.0
17;205;Directed;3525;;1.0
17;8;Directed;3520;;1.0
17;16;Directed;3521;;1.0
17;17;Directed;3522;;1.0
17;19;Directed;3523;;1.0
17;21;Directed;3524;;1.0
17;320;Directed;3526;;1.0
17;623;Directed;3527;;1.0
19;205;Directed;3537;;1.0
19;8;Directed;3532;;1.0
19;16;Directed;3533;;1.0
19;17;Directed;3534;;1.0
19;19;Directed;3535;;1.0
19;21;Directed;3536;;1.0
19;320;Directed;3538;;1.0
19;623;Directed;3539;;1.0
21;205;Directed;3551;;1.0
21;8;Directed;3546;;1.0
21;16;Directed;3547;;1.0
21;17;Directed;3548;;1.0
21;19;Directed;3549;;1.0
21;21;Directed;3550;;1.0
21;320;Directed;3552;;1.0
21;623;Directed;3553;;1.0
320;205;Directed;7095;;11.0
320;886;Directed;7116;;1.0
320;98;Directed;7091;;1.0
320;8;Directed;7085;;1.0
320;16;Directed;7086;;1.0
320;17;Directed;7087;;1.0
320;19;Directed;7088;;1.0
320;21;Directed;7089;;1.0
320;320;Directed;7100;;11.0
320;623;Directed;7111;;1.0
320;163;Directed;7093;;2.0
320;748;Directed;7115;;1.0
320;217;Directed;7096;;1.0
320;1009;Directed;7119;;1.0
320;490;Directed;7108;;1.0
320;83;Directed;7090;;1.0
320;164;Directed;7094;;1.0
320;387;Directed;7106;;1.0
320;491;Directed;7109;;1.0
320;131;Directed;7092;;1.0
320;734;Directed;7114;;1.0
320;303;Directed;7099;;1.0
320;350;Directed;7103;;1.0
320;302;Directed;7098;;1.0
320;348;Directed;7102;;1.0
320;640;Directed;7112;;1.0
320;641;Directed;7113;;1.0
320;983;Directed;7117;;1.0
320;985;Directed;7118;;1.0
320;266;Directed;7097;;1.0
320;328;Directed;7101;;1.0
320;353;Directed;7104;;1.0
320;382;Directed;7105;;1.0
320;412;Directed;7107;;1.0
320;608;Directed;7110;;1.0
623;205;Directed;9221;;1.0
623;8;Directed;9216;;1.0
623;16;Directed;9217;;1.0
623;17;Directed;9218;;1.0
623;19;Directed;9219;;1.0
623;21;Directed;9220;;1.0
623;320;Directed;9222;;1.0
623;623;Directed;9223;;1.0
9;205;Directed;3449;;1.0
9;9;Directed;3446;;1.0
9;129;Directed;3447;;1.0
9;185;Directed;3448;;1.0
9;570;Directed;3450;;1.0
129;205;Directed;4332;;1.0
129;9;Directed;4329;;1.0
129;129;Directed;4330;;1.0
129;185;Directed;4331;;1.0
129;570;Directed;4333;;1.0
185;205;Directed;4922;;1.0
185;9;Directed;4919;;1.0
185;129;Directed;4920;;1.0
185;185;Directed;4921;;1.0
185;570;Directed;4923;;1.0
570;205;Directed;8837;;1.0
570;9;Directed;8834;;1.0
570;129;Directed;8835;;1.0
570;185;Directed;8836;;1.0
570;570;Directed;8838;;1.0
13;205;Directed;3489;;1.0
13;198;Directed;3488;;1.0
13;329;Directed;3490;;1.0
13;13;Directed;3486;;1.0
13;89;Directed;3487;;1.0
13;398;Directed;3491;;1.0
89;205;Directed;4039;;1.0
89;198;Directed;4038;;1.0
89;329;Directed;4040;;1.0
89;13;Directed;4036;;1.0
89;89;Directed;4037;;1.0
89;398;Directed;4041;;1.0
398;205;Directed;7668;;14.0
398;98;Directed;7663;;1.0
398;198;Directed;7667;;2.0
398;329;Directed;7673;;1.0
398;884;Directed;7693;;1.0
398;13;Directed;7658;;1.0
398;89;Directed;7662;;1.0
398;398;Directed;7677;;14.0
398;173;Directed;7666;;1.0
398;538;Directed;7681;;2.0
398;755;Directed;7686;;1.0
398;987;Directed;7697;;2.0
398;989;Directed;7698;;1.0
398;217;Directed;7669;;1.0
398;305;Directed;7672;;1.0
398;43;Directed;7659;;1.0
398;257;Directed;7671;;1.0
398;880;Directed;7692;;1.0
398;929;Directed;7695;;2.0
398;761;Directed;7687;;1.0
398;50;Directed;7660;;1.0
398;74;Directed;7661;;1.0
398;118;Directed;7664;;1.0
398;464;Directed;7679;;1.0
398;615;Directed;7684;;1.0
398;766;Directed;7688;;1.0
398;1008;Directed;7700;;1.0
398;1080;Directed;7704;;1.0
398;851;Directed;7691;;2.0
398;130;Directed;7665;;1.0
398;907;Directed;7694;;1.0
398;818;Directed;7690;;1.0
398;348;Directed;7675;;1.0
398;347;Directed;7674;;1.0
398;1046;Directed;7702;;1.0
398;218;Directed;7670;;1.0
398;386;Directed;7676;;1.0
398;419;Directed;7678;;1.0
398;519;Directed;7680;;1.0
398;549;Directed;7682;;1.0
398;554;Directed;7683;;1.0
398;636;Directed;7685;;1.0
398;768;Directed;7689;;1.0
398;932;Directed;7696;;1.0
398;992;Directed;7699;;1.0
398;1025;Directed;7701;;1.0
398;1068;Directed;7703;;1.0
15;205;Directed;3509;;1.0
15;236;Directed;3510;;1.0
15;15;Directed;3507;;1.0
15;24;Directed;3508;;1.0
15;848;Directed;3511;;1.0
24;205;Directed;3570;;5.0
24;236;Directed;3571;;3.0
24;15;Directed;3566;;1.0
24;24;Directed;3567;;5.0
24;848;Directed;3579;;1.0
24;40;Directed;3568;;1.0
24;52;Directed;3569;;1.0
24;256;Directed;3572;;1.0
24;345;Directed;3573;;1.0
24;380;Directed;3574;;1.0
24;538;Directed;3575;;2.0
24;617;Directed;3576;;1.0
24;663;Directed;3577;;1.0
24;755;Directed;3578;;2.0
24;898;Directed;3580;;1.0
848;205;Directed;10848;;1.0
848;236;Directed;10849;;1.0
848;15;Directed;10846;;1.0
848;24;Directed;10847;;1.0
848;848;Directed;10850;;1.0
18;205;Directed;3529;;1.0
18;18;Directed;3528;;1.0
18;605;Directed;3530;;1.0
18;819;Directed;3531;;1.0
605;205;Directed;9083;;4.0
605;18;Directed;9080;;1.0
605;605;Directed;9087;;4.0
605;819;Directed;9090;;1.0
605;1008;Directed;9092;;1.0
605;1014;Directed;9093;;1.0
605;143;Directed;9081;;1.0
605;660;Directed;9088;;1.0
605;803;Directed;9089;;1.0
605;871;Directed;9091;;1.0
605;195;Directed;9082;;1.0
605;563;Directed;9086;;1.0
605;517;Directed;9084;;1.0
605;521;Directed;9085;;1.0
819;205;Directed;10676;;1.0
819;18;Directed;10675;;1.0
819;605;Directed;10677;;1.0
819;819;Directed;10678;;1.0
20;205;Directed;3544;;1.0
20;886;Directed;3545;;1.0
20;20;Directed;3540;;1.0
20;59;Directed;3541;;1.0
20;111;Directed;3542;;1.0
20;163;Directed;3543;;1.0
59;205;Directed;3813;;2.0
59;886;Directed;3816;;1.0
59;20;Directed;3808;;1.0
59;59;Directed;3809;;2.0
59;111;Directed;3810;;1.0
59;163;Directed;3811;;1.0
59;175;Directed;3812;;1.0
59;211;Directed;3814;;1.0
59;692;Directed;3815;;1.0
59;912;Directed;3817;;1.0
111;205;Directed;4218;;1.0
111;886;Directed;4219;;1.0
111;20;Directed;4214;;1.0
111;59;Directed;4215;;1.0
111;111;Directed;4216;;1.0
111;163;Directed;4217;;1.0
163;205;Directed;4679;;24.0
163;886;Directed;4728;;3.0
163;884;Directed;4727;;1.0
163;320;Directed;4691;;2.0
163;20;Directed;4668;;1.0
163;59;Directed;4671;;1.0
163;111;Directed;4674;;1.0
163;163;Directed;4676;;26.0
163;748;Directed;4716;;1.0
163;989;Directed;4741;;1.0
163;47;Directed;4670;;1.0
163;217;Directed;4681;;2.0
163;35;Directed;4669;;1.0
163;363;Directed;4695;;1.0
163;449;Directed;4702;;1.0
163;747;Directed;4715;;1.0
163;799;Directed;4721;;1.0
163;876;Directed;4725;;1.0
163;879;Directed;4726;;1.0
163;891;Directed;4729;;1.0
163;995;Directed;4742;;1.0
163;763;Directed;4717;;2.0
163;634;Directed;4708;;1.0
163;1070;Directed;4749;;1.0
163;851;Directed;4723;;1.0
163;927;Directed;4734;;1.0
163;68;Directed;4672;;1.0
163;245;Directed;4685;;1.0
163;602;Directed;4707;;1.0
163;1042;Directed;4745;;2.0
163;1044;Directed;4746;;1.0
163;1077;Directed;4750;;1.0
163;70;Directed;4673;;3.0
163;214;Directed;4680;;1.0
163;280;Directed;4688;;4.0
163;355;Directed;4694;;1.0
163;904;Directed;4730;;1.0
163;969;Directed;4737;;1.0
163;1047;Directed;4747;;1.0
163;917;Directed;4731;;1.0
163;789;Directed;4719;;1.0
163;126;Directed;4675;;1.0
163;265;Directed;4687;;1.0
163;665;Directed;4712;;1.0
163;1000;Directed;4743;;1.0
163;231;Directed;4683;;1.0
163;176;Directed;4677;;1.0
163;182;Directed;4678;;1.0
163;225;Directed;4682;;1.0
163;233;Directed;4684;;1.0
163;259;Directed;4686;;1.0
163;283;Directed;4689;;1.0
163;302;Directed;4690;;1.0
163;325;Directed;4692;;1.0
163;348;Directed;4693;;1.0
163;369;Directed;4696;;1.0
163;370;Directed;4697;;1.0
163;384;Directed;4698;;1.0
163;409;Directed;4699;;1.0
163;439;Directed;4700;;1.0
163;440;Directed;4701;;1.0
163;494;Directed;4703;;1.0
163;578;Directed;4704;;1.0
163;579;Directed;4705;;2.0
163;583;Directed;4706;;1.0
163;640;Directed;4709;;1.0
163;641;Directed;4710;;1.0
163;652;Directed;4711;;1.0
163;726;Directed;4713;;1.0
163;737;Directed;4714;;1.0
163;787;Directed;4718;;1.0
163;791;Directed;4720;;1.0
163;850;Directed;4722;;1.0
163;874;Directed;4724;;1.0
163;923;Directed;4732;;1.0
163;925;Directed;4733;;2.0
163;958;Directed;4735;;1.0
163;966;Directed;4736;;1.0
163;983;Directed;4738;;1.0
163;985;Directed;4739;;1.0
163;986;Directed;4740;;1.0
163;1029;Directed;4744;;1.0
163;1054;Directed;4748;;2.0
22;205;Directed;3555;;1.0
22;886;Directed;3557;;1.0
22;22;Directed;3554;;1.0
22;466;Directed;3556;;1.0
466;205;Directed;8186;;1.0
466;886;Directed;8188;;1.0
466;22;Directed;8185;;1.0
466;466;Directed;8187;;1.0
23;205;Directed;3560;;1.0
23;236;Directed;3561;;1.0
23;23;Directed;3558;;1.0
23;173;Directed;3559;;1.0
23;537;Directed;3562;;1.0
23;740;Directed;3563;;1.0
23;1011;Directed;3564;;1.0
23;1069;Directed;3565;;1.0
173;205;Directed;4813;;10.0
173;236;Directed;4815;;4.0
173;398;Directed;4818;;1.0
173;23;Directed;4808;;1.0
173;173;Directed;4812;;10.0
173;537;Directed;4821;;1.0
173;740;Directed;4825;;1.0
173;1011;Directed;4831;;2.0
173;1069;Directed;4832;;1.0
173;538;Directed;4822;;2.0
173;755;Directed;4826;;2.0
173;406;Directed;4819;;2.0
173;257;Directed;4816;;1.0
173;48;Directed;4809;;1.0
173;647;Directed;4824;;2.0
173;118;Directed;4811;;2.0
173;615;Directed;4823;;1.0
173;766;Directed;4827;;1.0
173;76;Directed;4810;;1.0
173;213;Directed;4814;;1.0
173;396;Directed;4817;;1.0
173;465;Directed;4820;;1.0
173;794;Directed;4828;;1.0
173;870;Directed;4829;;1.0
173;911;Directed;4830;;1.0
173;1101;Directed;4833;;1.0
537;205;Directed;8599;;1.0
537;236;Directed;8600;;1.0
537;23;Directed;8597;;1.0
537;173;Directed;8598;;1.0
537;537;Directed;8601;;1.0
537;740;Directed;8602;;1.0
537;1011;Directed;8603;;1.0
537;1069;Directed;8604;;1.0
740;205;Directed;10025;;2.0
740;236;Directed;10026;;1.0
740;23;Directed;10023;;1.0
740;173;Directed;10024;;1.0
740;537;Directed;10029;;1.0
740;740;Directed;10030;;2.0
740;1011;Directed;10032;;1.0
740;1069;Directed;10033;;1.0
740;789;Directed;10031;;1.0
740;277;Directed;10027;;1.0
740;309;Directed;10028;;1.0
1011;205;Directed;12247;;2.0
1011;236;Directed;12248;;2.0
1011;23;Directed;12245;;1.0
1011;173;Directed;12246;;2.0
1011;537;Directed;12250;;1.0
1011;740;Directed;12251;;1.0
1011;1011;Directed;12252;;2.0
1011;1069;Directed;12253;;1.0
1011;257;Directed;12249;;1.0
1069;205;Directed;12620;;2.0
1069;236;Directed;12621;;2.0
1069;23;Directed;12618;;1.0
1069;173;Directed;12619;;1.0
1069;537;Directed;12622;;1.0
1069;740;Directed;12624;;1.0
1069;1011;Directed;12626;;1.0
1069;1069;Directed;12627;;2.0
1069;755;Directed;12625;;1.0
1069;550;Directed;12623;;1.0
40;205;Directed;3680;;1.0
40;236;Directed;3681;;1.0
40;24;Directed;3678;;1.0
40;40;Directed;3679;;1.0
40;345;Directed;3682;;1.0
40;898;Directed;3683;;1.0
52;205;Directed;3771;;1.0
52;24;Directed;3769;;1.0
52;52;Directed;3770;;1.0
52;755;Directed;3772;;1.0
256;205;Directed;6635;;1.0
256;24;Directed;6634;;1.0
256;256;Directed;6636;;1.0
256;380;Directed;6637;;1.0
256;538;Directed;6638;;1.0
256;617;Directed;6639;;1.0
345;205;Directed;7282;;1.0
345;236;Directed;7283;;1.0
345;24;Directed;7280;;1.0
345;40;Directed;7281;;1.0
345;345;Directed;7284;;1.0
345;898;Directed;7285;;1.0
380;205;Directed;7552;;1.0
380;24;Directed;7551;;1.0
380;256;Directed;7553;;1.0
380;380;Directed;7554;;1.0
380;538;Directed;7555;;1.0
380;617;Directed;7556;;1.0
538;205;Directed;8611;;12.0
538;198;Directed;8610;;1.0
538;236;Directed;8614;;4.0
538;767;Directed;8628;;1.0
538;398;Directed;8620;;2.0
538;24;Directed;8605;;2.0
538;173;Directed;8608;;2.0
538;256;Directed;8616;;1.0
538;380;Directed;8619;;1.0
538;538;Directed;8622;;12.0
538;617;Directed;8624;;1.0
538;663;Directed;8625;;1.0
538;755;Directed;8626;;3.0
538;175;Directed;8609;;2.0
538;118;Directed;8607;;2.0
538;766;Directed;8627;;1.0
538;76;Directed;8606;;1.0
538;559;Directed;8623;;1.0
538;905;Directed;8631;;1.0
538;944;Directed;8633;;1.0
538;259;Directed;8617;;1.0
538;226;Directed;8612;;1.0
538;964;Directed;8634;;1.0
538;1071;Directed;8636;;1.0
538;234;Directed;8613;;1.0
538;241;Directed;8615;;1.0
538;334;Directed;8618;;1.0
538;419;Directed;8621;;1.0
538;883;Directed;8629;;1.0
538;887;Directed;8630;;2.0
538;932;Directed;8632;;1.0
538;1068;Directed;8635;;1.0
617;205;Directed;9179;;3.0
617;198;Directed;9178;;1.0
617;24;Directed;9175;;1.0
617;256;Directed;9180;;1.0
617;380;Directed;9183;;1.0
617;538;Directed;9184;;1.0
617;617;Directed;9185;;3.0
617;366;Directed;9182;;1.0
617;336;Directed;9181;;1.0
617;1027;Directed;9187;;1.0
617;159;Directed;9176;;1.0
617;189;Directed;9177;;1.0
617;649;Directed;9186;;1.0
663;205;Directed;9463;;1.0
663;236;Directed;9464;;1.0
663;24;Directed;9462;;1.0
663;538;Directed;9465;;1.0
663;663;Directed;9466;;1.0
663;755;Directed;9467;;1.0
755;205;Directed;10171;;14.0
755;198;Directed;10170;;2.0
755;236;Directed;10175;;3.0
755;767;Directed;10193;;1.0
755;398;Directed;10180;;1.0
755;24;Directed;10165;;2.0
755;173;Directed;10169;;2.0
755;1069;Directed;10197;;1.0
755;52;Directed;10166;;1.0
755;538;Directed;10184;;3.0
755;663;Directed;10188;;1.0
755;755;Directed;10191;;14.0
755;406;Directed;10181;;3.0
755;217;Directed;10173;;1.0
755;305;Directed;10177;;2.0
755;502;Directed;10183;;1.0
755;118;Directed;10167;;1.0
755;615;Directed;10186;;1.0
755;766;Directed;10192;;2.0
755;717;Directed;10190;;1.0
755;213;Directed;10172;;1.0
755;124;Directed;10168;;1.0
755;618;Directed;10187;;1.0
755;396;Directed;10179;;1.0
755;465;Directed;10182;;1.0
755;794;Directed;10194;;1.0
755;1101;Directed;10199;;1.0
755;234;Directed;10174;;2.0
755;286;Directed;10176;;1.0
755;334;Directed;10178;;1.0
755;550;Directed;10185;;1.0
755;712;Directed;10189;;1.0
755;887;Directed;10195;;1.0
755;932;Directed;10196;;1.0
755;1078;Directed;10198;;1.0
898;205;Directed;11390;;1.0
898;236;Directed;11391;;1.0
898;24;Directed;11388;;1.0
898;40;Directed;11389;;1.0
898;345;Directed;11392;;1.0
898;898;Directed;11393;;1.0
25;205;Directed;3583;;1.0
25;25;Directed;3581;;1.0
25;148;Directed;3582;;1.0
25;301;Directed;3584;;1.0
25;644;Directed;3585;;1.0
25;892;Directed;3586;;1.0
148;205;Directed;4496;;36.0
148;886;Directed;4563;;2.0
148;98;Directed;4491;;1.0
148;837;Directed;4557;;1.0
148;25;Directed;4481;;1.0
148;148;Directed;4494;;36.0
148;301;Directed;4505;;1.0
148;644;Directed;4539;;1.0
148;892;Directed;4565;;1.0
148;27;Directed;4482;;1.0
148;418;Directed;4522;;1.0
148;774;Directed;4553;;1.0
148;783;Directed;4554;;1.0
148;406;Directed;4516;;3.0
148;939;Directed;4568;;1.0
148;217;Directed;4499;;1.0
148;879;Directed;4562;;1.0
148;305;Directed;4506;;1.0
148;648;Directed;4540;;1.0
148;889;Directed;4564;;1.0
148;44;Directed;4483;;1.0
148;415;Directed;4520;;1.0
148;502;Directed;4526;;1.0
148;48;Directed;4484;;1.0
148;467;Directed;4523;;1.0
148;761;Directed;4551;;1.0
148;74;Directed;4487;;2.0
148;642;Directed;4538;;1.0
148;57;Directed;4485;;1.0
148;65;Directed;4486;;1.0
148;567;Directed;4531;;2.0
148;1043;Directed;4579;;1.0
148;318;Directed;4507;;1.0
148;75;Directed;4488;;1.0
148;216;Directed;4498;;1.0
148;656;Directed;4542;;1.0
148;1082;Directed;4580;;1.0
148;93;Directed;4489;;1.0
148;294;Directed;4504;;1.0
148;346;Directed;4509;;1.0
148;95;Directed;4490;;1.0
148;687;Directed;4545;;4.0
148;769;Directed;4552;;1.0
148;1102;Directed;4582;;1.0
148;863;Directed;4560;;1.0
148;104;Directed;4492;;1.0
148;614;Directed;4534;;1.0
148;135;Directed;4493;;1.0
148;475;Directed;4524;;1.0
148;1103;Directed;4583;;1.0
148;1007;Directed;4576;;3.0
148;188;Directed;4495;;1.0
148;206;Directed;4497;;1.0
148;230;Directed;4500;;1.0
148;231;Directed;4501;;1.0
148;263;Directed;4502;;1.0
148;291;Directed;4503;;1.0
148;342;Directed;4508;;1.0
148;354;Directed;4510;;1.0
148;358;Directed;4511;;1.0
148;373;Directed;4512;;1.0
148;379;Directed;4513;;1.0
148;392;Directed;4514;;1.0
148;393;Directed;4515;;1.0
148;410;Directed;4517;;2.0
148;411;Directed;4518;;1.0
148;413;Directed;4519;;1.0
148;417;Directed;4521;;1.0
148;477;Directed;4525;;1.0
148;548;Directed;4527;;1.0
148;552;Directed;4528;;1.0
148;559;Directed;4529;;1.0
148;565;Directed;4530;;1.0
148;569;Directed;4532;;1.0
148;593;Directed;4533;;1.0
148;618;Directed;4535;;1.0
148;625;Directed;4536;;1.0
148;633;Directed;4537;;1.0
148;653;Directed;4541;;1.0
148;668;Directed;4543;;1.0
148;678;Directed;4544;;1.0
148;689;Directed;4546;;1.0
148;728;Directed;4547;;1.0
148;750;Directed;4548;;1.0
148;752;Directed;4549;;1.0
148;760;Directed;4550;;1.0
148;792;Directed;4555;;1.0
148;813;Directed;4556;;1.0
148;839;Directed;4558;;1.0
148;849;Directed;4559;;1.0
148;875;Directed;4561;;1.0
148;909;Directed;4566;;1.0
148;920;Directed;4567;;1.0
148;940;Directed;4569;;1.0
148;946;Directed;4570;;1.0
148;948;Directed;4571;;1.0
148;951;Directed;4572;;1.0
148;953;Directed;4573;;2.0
148;955;Directed;4574;;1.0
148;956;Directed;4575;;1.0
148;1020;Directed;4577;;1.0
148;1036;Directed;4578;;1.0
148;1085;Directed;4581;;1.0
301;205;Directed;6913;;1.0
301;25;Directed;6911;;1.0
301;148;Directed;6912;;1.0
301;301;Directed;6914;;1.0
301;644;Directed;6915;;1.0
301;892;Directed;6916;;1.0
644;205;Directed;9341;;1.0
644;25;Directed;9339;;1.0
644;148;Directed;9340;;1.0
644;301;Directed;9342;;1.0
644;644;Directed;9343;;1.0
644;892;Directed;9344;;1.0
892;205;Directed;11352;;1.0
892;25;Directed;11350;;1.0
892;148;Directed;11351;;1.0
892;301;Directed;11353;;1.0
892;644;Directed;11354;;1.0
892;892;Directed;11355;;1.0
26;205;Directed;3589;;1.0
26;886;Directed;3590;;1.0
26;26;Directed;3587;;1.0
26;177;Directed;3588;;1.0
26;987;Directed;3591;;1.0
177;205;Directed;4877;;1.0
177;886;Directed;4878;;1.0
177;26;Directed;4875;;1.0
177;177;Directed;4876;;1.0
177;987;Directed;4879;;1.0
987;205;Directed;12009;;11.0
987;886;Directed;12036;;5.0
987;884;Directed;12035;;1.0
987;398;Directed;12013;;2.0
987;26;Directed;12005;;1.0
987;177;Directed;12008;;1.0
987;987;Directed;12039;;11.0
987;989;Directed;12040;;1.0
987;867;Directed;12033;;1.0
987;572;Directed;12019;;2.0
987;131;Directed;12006;;1.0
987;429;Directed;12014;;1.0
987;743;Directed;12025;;1.0
987;151;Directed;12007;;1.0
987;227;Directed;12010;;1.0
987;359;Directed;12012;;1.0
987;601;Directed;12021;;1.0
987;965;Directed;12038;;1.0
987;777;Directed;12029;;1.0
987;765;Directed;12027;;1.0
987;237;Directed;12011;;1.0
987;453;Directed;12015;;1.0
987;504;Directed;12016;;1.0
987;549;Directed;12017;;1.0
987;554;Directed;12018;;1.0
987;589;Directed;12020;;1.0
987;639;Directed;12022;;1.0
987;664;Directed;12023;;1.0
987;701;Directed;12024;;1.0
987;745;Directed;12026;;1.0
987;768;Directed;12028;;1.0
987;812;Directed;12030;;1.0
987;824;Directed;12031;;1.0
987;852;Directed;12032;;1.0
987;883;Directed;12034;;1.0
987;936;Directed;12037;;1.0
27;205;Directed;3594;;1.0
27;148;Directed;3593;;1.0
27;27;Directed;3592;;1.0
27;418;Directed;3595;;1.0
27;774;Directed;3596;;1.0
27;783;Directed;3597;;1.0
418;205;Directed;7861;;1.0
418;148;Directed;7860;;1.0
418;27;Directed;7859;;1.0
418;418;Directed;7862;;1.0
418;774;Directed;7863;;1.0
418;783;Directed;7864;;1.0
774;205;Directed;10392;;1.0
774;148;Directed;10391;;1.0
774;27;Directed;10390;;1.0
774;418;Directed;10393;;1.0
774;774;Directed;10394;;1.0
774;783;Directed;10395;;1.0
783;205;Directed;10453;;1.0
783;148;Directed;10452;;1.0
783;27;Directed;10451;;1.0
783;418;Directed;10454;;1.0
783;774;Directed;10455;;1.0
783;783;Directed;10456;;1.0
28;205;Directed;3599;;1.0
28;28;Directed;3598;;1.0
28;366;Directed;3600;;1.0
28;486;Directed;3601;;1.0
28;748;Directed;3602;;1.0
366;205;Directed;7451;;2.0
366;617;Directed;7454;;1.0
366;28;Directed;7448;;1.0
366;366;Directed;7452;;2.0
366;486;Directed;7453;;1.0
366;748;Directed;7456;;1.0
366;1027;Directed;7457;;1.0
366;159;Directed;7449;;1.0
366;189;Directed;7450;;1.0
366;649;Directed;7455;;1.0
486;205;Directed;8289;;1.0
486;28;Directed;8288;;1.0
486;366;Directed;8290;;1.0
486;486;Directed;8291;;1.0
486;748;Directed;8292;;1.0
748;205;Directed;10094;;15.0
748;98;Directed;10088;;2.0
748;758;Directed;10112;;1.0
748;320;Directed;10098;;1.0
748;163;Directed;10090;;1.0
748;28;Directed;10087;;1.0
748;366;Directed;10101;;1.0
748;486;Directed;10105;;1.0
748;748;Directed;10111;;15.0
748;989;Directed;10119;;1.0
748;217;Directed;10095;;2.0
748;360;Directed;10100;;1.0
748;305;Directed;10097;;1.0
748;1009;Directed;10120;;2.0
748;808;Directed;10114;;1.0
748;183;Directed;10092;;1.0
748;624;Directed;10107;;1.0
748;650;Directed;10108;;1.0
748;100;Directed;10089;;1.0
748;192;Directed;10093;;1.0
748;384;Directed;10103;;1.0
748;409;Directed;10104;;1.0
748;652;Directed;10109;;1.0
748;874;Directed;10118;;1.0
748;180;Directed;10091;;1.0
748;770;Directed;10113;;1.0
748;275;Directed;10096;;1.0
748;322;Directed;10099;;1.0
748;376;Directed;10102;;1.0
748;542;Directed;10106;;1.0
748;700;Directed;10110;;1.0
748;810;Directed;10115;;1.0
748;822;Directed;10116;;1.0
748;840;Directed;10117;;1.0
748;1049;Directed;10121;;1.0
748;1051;Directed;10122;;1.0
29;205;Directed;3605;;1.0
29;29;Directed;3603;;1.0
29;174;Directed;3604;;1.0
29;406;Directed;3606;;1.0
29;677;Directed;3607;;1.0
29;873;Directed;3608;;1.0
174;205;Directed;4836;;1.0
174;29;Directed;4834;;1.0
174;174;Directed;4835;;1.0
174;406;Directed;4837;;1.0
174;677;Directed;4838;;1.0
174;873;Directed;4839;;1.0
406;205;Directed;7762;;23.0
406;198;Directed;7761;;1.0
406;236;Directed;7766;;1.0
406;173;Directed;7759;;2.0
406;755;Directed;7788;;3.0
406;148;Directed;7757;;3.0
406;29;Directed;7746;;1.0
406;174;Directed;7760;;1.0
406;406;Directed;7771;;23.0
406;677;Directed;7781;;1.0
406;873;Directed;7793;;1.0
406;217;Directed;7764;;2.0
406;891;Directed;7795;;1.0
406;305;Directed;7767;;1.0
406;648;Directed;7780;;1.0
406;889;Directed;7794;;1.0
406;929;Directed;7799;;1.0
406;647;Directed;7779;;1.0
406;49;Directed;7747;;1.0
406;351;Directed;7768;;4.0
406;761;Directed;7789;;2.0
406;118;Directed;7752;;1.0
406;615;Directed;7776;;1.0
406;766;Directed;7790;;7.0
406;57;Directed;7748;;1.0
406;746;Directed;7787;;1.0
406;130;Directed;7755;;1.0
406;79;Directed;7749;;1.0
406;80;Directed;7750;;1.0
406;914;Directed;7798;;1.0
406;103;Directed;7751;;1.0
406;723;Directed;7786;;1.0
406;710;Directed;7784;;1.0
406;122;Directed;7753;;1.0
406;213;Directed;7763;;1.0
406;395;Directed;7770;;1.0
406;124;Directed;7754;;1.0
406;902;Directed;7796;;1.0
406;136;Directed;7756;;1.0
406;390;Directed;7769;;1.0
406;410;Directed;7772;;1.0
406;618;Directed;7777;;1.0
406;625;Directed;7778;;1.0
406;689;Directed;7783;;1.0
406;792;Directed;7791;;1.0
