Source;Target;Type;Id;Label;Weight
532;208;Directed;8573;;1.0
532;532;Directed;8575;;1.0
532;974;Directed;8576;;1.0
974;205;Directed;11940;;1.0
974;431;Directed;11942;;1.0
974;101;Directed;11939;;1.0
974;208;Directed;11941;;1.0
974;532;Directed;11943;;1.0
974;974;Directed;11944;;1.0
103;205;Directed;4171;;1.0
103;236;Directed;4172;;1.0
103;406;Directed;4173;;1.0
103;647;Directed;4174;;1.0
103;103;Directed;4170;;1.0
103;723;Directed;4175;;1.0
723;205;Directed;9902;;1.0
723;236;Directed;9903;;1.0
723;406;Directed;9904;;1.0
723;647;Directed;9905;;1.0
723;103;Directed;9901;;1.0
723;723;Directed;9906;;1.0
104;205;Directed;4178;;1.0
104;148;Directed;4177;;1.0
104;104;Directed;4176;;1.0
106;205;Directed;4186;;1.0
106;211;Directed;4187;;1.0
106;106;Directed;4185;;1.0
106;604;Directed;4188;;1.0
106;614;Directed;4189;;1.0
106;693;Directed;4190;;1.0
106;781;Directed;4191;;1.0
106;1037;Directed;4192;;1.0
604;205;Directed;9073;;1.0
604;211;Directed;9074;;1.0
604;106;Directed;9072;;1.0
604;604;Directed;9075;;1.0
604;614;Directed;9076;;1.0
604;693;Directed;9077;;1.0
604;781;Directed;9078;;1.0
604;1037;Directed;9079;;1.0
614;205;Directed;9139;;2.0
614;148;Directed;9138;;1.0
614;211;Directed;9140;;1.0
614;106;Directed;9137;;1.0
614;604;Directed;9142;;1.0
614;614;Directed;9143;;2.0
614;693;Directed;9144;;1.0
614;781;Directed;9145;;1.0
614;1037;Directed;9147;;1.0
614;593;Directed;9141;;1.0
614;909;Directed;9146;;1.0
693;205;Directed;9662;;3.0
693;217;Directed;9664;;1.0
693;360;Directed;9665;;1.0
693;211;Directed;9663;;1.0
693;106;Directed;9661;;1.0
693;604;Directed;9667;;1.0
693;614;Directed;9668;;1.0
693;693;Directed;9669;;3.0
693;781;Directed;9670;;1.0
693;1037;Directed;9672;;1.0
693;507;Directed;9666;;1.0
693;997;Directed;9671;;1.0
693;1072;Directed;9673;;1.0
781;205;Directed;10439;;1.0
781;211;Directed;10440;;1.0
781;106;Directed;10438;;1.0
781;604;Directed;10441;;1.0
781;614;Directed;10442;;1.0
781;693;Directed;10443;;1.0
781;781;Directed;10444;;1.0
781;1037;Directed;10445;;1.0
1037;205;Directed;12410;;1.0
1037;211;Directed;12411;;1.0
1037;106;Directed;12409;;1.0
1037;604;Directed;12412;;1.0
1037;614;Directed;12413;;1.0
1037;693;Directed;12414;;1.0
1037;781;Directed;12415;;1.0
1037;1037;Directed;12416;;1.0
108;205;Directed;4199;;1.0
108;108;Directed;4198;;1.0
108;546;Directed;4200;;1.0
108;714;Directed;4201;;1.0
108;1083;Directed;4202;;1.0
108;1095;Directed;4203;;1.0
546;205;Directed;8677;;1.0
546;108;Directed;8676;;1.0
546;546;Directed;8678;;1.0
546;714;Directed;8679;;1.0
546;1083;Directed;8680;;1.0
546;1095;Directed;8681;;1.0
714;205;Directed;9833;;1.0
714;108;Directed;9832;;1.0
714;546;Directed;9834;;1.0
714;714;Directed;9835;;1.0
714;1083;Directed;9836;;1.0
714;1095;Directed;9837;;1.0
1083;205;Directed;12706;;1.0
1083;108;Directed;12705;;1.0
1083;546;Directed;12707;;1.0
1083;714;Directed;12708;;1.0
1083;1083;Directed;12709;;1.0
1083;1095;Directed;12710;;1.0
1095;205;Directed;12784;;1.0
1095;108;Directed;12783;;1.0
1095;546;Directed;12785;;1.0
1095;714;Directed;12786;;1.0
1095;1083;Directed;12787;;1.0
1095;1095;Directed;12788;;1.0
109;205;Directed;4205;;1.0
109;687;Directed;4208;;1.0
109;109;Directed;4204;;1.0
109;568;Directed;4206;;1.0
109;667;Directed;4207;;1.0
568;205;Directed;8823;;1.0
568;687;Directed;8826;;1.0
568;109;Directed;8822;;1.0
568;568;Directed;8824;;1.0
568;667;Directed;8825;;1.0
667;205;Directed;9486;;1.0
667;687;Directed;9489;;1.0
667;109;Directed;9485;;1.0
667;568;Directed;9487;;1.0
667;667;Directed;9488;;1.0
110;205;Directed;4210;;1.0
110;969;Directed;4213;;1.0
110;110;Directed;4209;;1.0
110;710;Directed;4211;;1.0
110;789;Directed;4212;;1.0
710;205;Directed;9781;;9.0
710;886;Directed;9798;;1.0
710;329;Directed;9786;;1.0
710;406;Directed;9787;;1.0
710;316;Directed;9785;;1.0
710;217;Directed;9782;;1.0
710;761;Directed;9795;;2.0
710;851;Directed;9797;;1.0
710;572;Directed;9788;;1.0
710;969;Directed;9799;;1.0
710;1001;Directed;9800;;1.0
710;754;Directed;9793;;1.0
710;258;Directed;9783;;1.0
710;110;Directed;9779;;1.0
710;710;Directed;9792;;9.0
710;789;Directed;9796;;1.0
710;117;Directed;9780;;1.0
710;611;Directed;9790;;1.0
710;267;Directed;9784;;1.0
710;609;Directed;9789;;1.0
710;646;Directed;9791;;1.0
710;756;Directed;9794;;1.0
710;1004;Directed;9801;;1.0
789;205;Directed;10489;;4.0
789;163;Directed;10488;;1.0
789;740;Directed;10495;;1.0
789;929;Directed;10498;;1.0
789;280;Directed;10492;;1.0
789;969;Directed;10499;;1.0
789;110;Directed;10486;;1.0
789;710;Directed;10494;;1.0
789;789;Directed;10496;;4.0
789;123;Directed;10487;;1.0
789;795;Directed;10497;;1.0
789;225;Directed;10490;;1.0
789;277;Directed;10491;;1.0
789;309;Directed;10493;;1.0
113;205;Directed;4226;;1.0
113;113;Directed;4225;;1.0
113;706;Directed;4227;;1.0
113;916;Directed;4228;;1.0
113;1005;Directed;4229;;1.0
706;205;Directed;9758;;1.0
706;113;Directed;9757;;1.0
706;706;Directed;9759;;1.0
706;916;Directed;9760;;1.0
706;1005;Directed;9761;;1.0
916;205;Directed;11508;;1.0
916;113;Directed;11507;;1.0
916;706;Directed;11509;;1.0
916;916;Directed;11510;;1.0
916;1005;Directed;11511;;1.0
1005;205;Directed;12185;;1.0
1005;113;Directed;12184;;1.0
1005;706;Directed;12186;;1.0
1005;916;Directed;12187;;1.0
1005;1005;Directed;12188;;1.0
114;205;Directed;4231;;1.0
114;572;Directed;4234;;1.0
114;114;Directed;4230;;1.0
114;240;Directed;4232;;1.0
114;261;Directed;4233;;1.0
240;205;Directed;6547;;1.0
240;572;Directed;6550;;1.0
240;114;Directed;6546;;1.0
240;240;Directed;6548;;1.0
240;261;Directed;6549;;1.0
261;205;Directed;6675;;1.0
261;572;Directed;6678;;1.0
261;114;Directed;6674;;1.0
261;240;Directed;6676;;1.0
261;261;Directed;6677;;1.0
115;205;Directed;4236;;1.0
115;655;Directed;4237;;1.0
115;115;Directed;4235;;1.0
117;205;Directed;4246;;1.0
117;572;Directed;4247;;1.0
117;710;Directed;4248;;1.0
117;117;Directed;4245;;1.0
288;205;Directed;6844;;1.0
288;198;Directed;6843;;1.0
288;118;Directed;6842;;1.0
288;288;Directed;6845;;1.0
288;451;Directed;6846;;1.0
451;205;Directed;8096;;1.0
451;198;Directed;8095;;1.0
451;118;Directed;8094;;1.0
451;288;Directed;8097;;1.0
451;451;Directed;8098;;1.0
717;205;Directed;9857;;6.0
717;755;Directed;9868;;1.0
717;217;Directed;9858;;1.0
717;305;Directed;9859;;1.0
717;118;Directed;9854;;1.0
717;615;Directed;9864;;1.0
717;1080;Directed;9871;;1.0
717;572;Directed;9863;;2.0
717;754;Directed;9867;;1.0
717;717;Directed;9866;;6.0
717;937;Directed;9869;;1.0
717;165;Directed;9855;;1.0
717;168;Directed;9856;;1.0
717;332;Directed;9860;;1.0
717;405;Directed;9861;;2.0
717;526;Directed;9862;;1.0
717;646;Directed;9865;;1.0
717;943;Directed;9870;;1.0
717;1088;Directed;9872;;1.0
120;205;Directed;4279;;1.0
120;120;Directed;4278;;1.0
120;425;Directed;4280;;1.0
120;557;Directed;4281;;1.0
120;1061;Directed;4282;;1.0
425;205;Directed;7904;;1.0
425;120;Directed;7903;;1.0
425;425;Directed;7905;;1.0
425;557;Directed;7906;;1.0
425;1061;Directed;7907;;1.0
557;205;Directed;8755;;1.0
557;120;Directed;8754;;1.0
557;425;Directed;8756;;1.0
557;557;Directed;8757;;1.0
557;1061;Directed;8758;;1.0
1061;205;Directed;12570;;3.0
1061;120;Directed;12568;;1.0
1061;425;Directed;12571;;1.0
1061;557;Directed;12572;;1.0
1061;1061;Directed;12575;;3.0
1061;136;Directed;12569;;1.0
1061;937;Directed;12574;;1.0
1061;759;Directed;12573;;1.0
121;205;Directed;4284;;1.0
121;886;Directed;4286;;1.0
121;121;Directed;4283;;1.0
121;341;Directed;4285;;1.0
121;924;Directed;4287;;1.0
121;1021;Directed;4288;;1.0
341;205;Directed;7257;;2.0
341;886;Directed;7260;;1.0
341;989;Directed;7263;;1.0
341;121;Directed;7256;;1.0
341;341;Directed;7258;;2.0
341;924;Directed;7261;;1.0
341;1021;Directed;7264;;1.0
341;616;Directed;7259;;1.0
341;982;Directed;7262;;1.0
924;205;Directed;11579;;1.0
924;886;Directed;11581;;1.0
924;121;Directed;11578;;1.0
924;341;Directed;11580;;1.0
924;924;Directed;11582;;1.0
924;1021;Directed;11583;;1.0
1021;205;Directed;12318;;1.0
1021;886;Directed;12320;;1.0
1021;121;Directed;12317;;1.0
1021;341;Directed;12319;;1.0
1021;924;Directed;12321;;1.0
1021;1021;Directed;12322;;1.0
122;205;Directed;4290;;1.0
122;406;Directed;4294;;1.0
122;217;Directed;4292;;1.0
122;122;Directed;4289;;1.0
122;213;Directed;4291;;1.0
122;395;Directed;4293;;1.0
213;205;Directed;6236;;2.0
213;173;Directed;6235;;1.0
213;755;Directed;6242;;1.0
213;406;Directed;6241;;1.0
213;217;Directed;6238;;1.0
213;122;Directed;6234;;1.0
213;213;Directed;6237;;2.0
213;395;Directed;6239;;1.0
213;396;Directed;6240;;1.0
395;205;Directed;7643;;1.0
395;406;Directed;7647;;1.0
395;217;Directed;7645;;1.0
395;122;Directed;7642;;1.0
395;213;Directed;7644;;1.0
395;395;Directed;7646;;1.0
123;205;Directed;4296;;1.0
123;929;Directed;4299;;1.0
123;789;Directed;4297;;1.0
123;123;Directed;4295;;1.0
123;795;Directed;4298;;1.0
795;205;Directed;10527;;2.0
795;305;Directed;10528;;1.0
795;929;Directed;10532;;1.0
795;766;Directed;10529;;1.0
795;789;Directed;10530;;1.0
795;123;Directed;10526;;1.0
795;795;Directed;10531;;2.0
124;205;Directed;4301;;1.0
124;755;Directed;4303;;1.0
124;406;Directed;4302;;1.0
124;124;Directed;4300;;1.0
125;205;Directed;4305;;1.0
125;125;Directed;4304;;1.0
125;368;Directed;4306;;1.0
125;489;Directed;4307;;1.0
125;544;Directed;4308;;1.0
125;772;Directed;4309;;1.0
368;205;Directed;7462;;1.0
368;125;Directed;7461;;1.0
368;368;Directed;7463;;1.0
368;489;Directed;7464;;1.0
368;544;Directed;7465;;1.0
368;772;Directed;7466;;1.0
489;205;Directed;8303;;1.0
489;125;Directed;8302;;1.0
489;368;Directed;8304;;1.0
489;489;Directed;8305;;1.0
489;544;Directed;8306;;1.0
489;772;Directed;8307;;1.0
544;205;Directed;8667;;1.0
544;125;Directed;8666;;1.0
544;368;Directed;8668;;1.0
544;489;Directed;8669;;1.0
544;544;Directed;8670;;1.0
544;772;Directed;8671;;1.0
772;205;Directed;10380;;1.0
772;125;Directed;10379;;1.0
772;368;Directed;10381;;1.0
772;489;Directed;10382;;1.0
772;544;Directed;10383;;1.0
772;772;Directed;10384;;1.0
126;205;Directed;4312;;1.0
126;163;Directed;4311;;1.0
126;126;Directed;4310;;1.0
126;265;Directed;4313;;1.0
126;665;Directed;4314;;1.0
126;1000;Directed;4315;;1.0
265;205;Directed;6697;;1.0
265;163;Directed;6696;;1.0
265;126;Directed;6695;;1.0
265;265;Directed;6698;;1.0
265;665;Directed;6699;;1.0
265;1000;Directed;6700;;1.0
665;205;Directed;9475;;1.0
665;163;Directed;9474;;1.0
665;126;Directed;9473;;1.0
665;265;Directed;9476;;1.0
665;665;Directed;9477;;1.0
665;1000;Directed;9478;;1.0
1000;205;Directed;12150;;1.0
1000;163;Directed;12149;;1.0
1000;126;Directed;12148;;1.0
1000;265;Directed;12151;;1.0
1000;665;Directed;12152;;1.0
1000;1000;Directed;12153;;1.0
127;205;Directed;4317;;1.0
127;127;Directed;4316;;1.0
127;429;Directed;4318;;1.0
127;715;Directed;4319;;1.0
127;716;Directed;4320;;1.0
127;771;Directed;4321;;1.0
127;900;Directed;4322;;1.0
127;921;Directed;4323;;1.0
429;205;Directed;7923;;3.0
429;886;Directed;7933;;1.0
429;431;Directed;7925;;1.0
429;884;Directed;7932;;1.0
429;987;Directed;7936;;1.0
429;127;Directed;7922;;1.0
429;429;Directed;7924;;3.0
429;715;Directed;7929;;1.0
429;716;Directed;7930;;1.0
429;771;Directed;7931;;1.0
429;900;Directed;7934;;1.0
429;921;Directed;7935;;1.0
429;487;Directed;7926;;1.0
429;589;Directed;7927;;1.0
429;701;Directed;7928;;1.0
715;205;Directed;9839;;1.0
715;127;Directed;9838;;1.0
715;429;Directed;9840;;1.0
715;715;Directed;9841;;1.0
715;716;Directed;9842;;1.0
715;771;Directed;9843;;1.0
715;900;Directed;9844;;1.0
715;921;Directed;9845;;1.0
716;205;Directed;9847;;1.0
716;127;Directed;9846;;1.0
716;429;Directed;9848;;1.0
716;715;Directed;9849;;1.0
716;716;Directed;9850;;1.0
716;771;Directed;9851;;1.0
716;900;Directed;9852;;1.0
716;921;Directed;9853;;1.0
771;205;Directed;10372;;1.0
771;127;Directed;10371;;1.0
771;429;Directed;10373;;1.0
771;715;Directed;10374;;1.0
771;716;Directed;10375;;1.0
771;771;Directed;10376;;1.0
771;900;Directed;10377;;1.0
771;921;Directed;10378;;1.0
900;205;Directed;11400;;1.0
900;127;Directed;11399;;1.0
900;429;Directed;11401;;1.0
900;715;Directed;11402;;1.0
900;716;Directed;11403;;1.0
900;771;Directed;11404;;1.0
900;900;Directed;11405;;1.0
900;921;Directed;11406;;1.0
921;205;Directed;11557;;1.0
921;127;Directed;11556;;1.0
921;429;Directed;11558;;1.0
921;715;Directed;11559;;1.0
921;716;Directed;11560;;1.0
921;771;Directed;11561;;1.0
921;900;Directed;11562;;1.0
921;921;Directed;11563;;1.0
128;205;Directed;4325;;1.0
128;238;Directed;4326;;1.0
128;128;Directed;4324;;1.0
128;775;Directed;4327;;1.0
128;950;Directed;4328;;1.0
775;205;Directed;10397;;1.0
775;238;Directed;10398;;1.0
775;128;Directed;10396;;1.0
775;775;Directed;10399;;1.0
775;950;Directed;10400;;1.0
950;205;Directed;11787;;1.0
950;238;Directed;11788;;1.0
950;128;Directed;11786;;1.0
950;775;Directed;11789;;1.0
950;950;Directed;11790;;1.0
902;205;Directed;11412;;1.0
902;406;Directed;11413;;1.0
902;130;Directed;11411;;1.0
902;902;Directed;11414;;1.0
303;205;Directed;6924;;1.0
303;320;Directed;6926;;1.0
303;131;Directed;6923;;1.0
303;303;Directed;6925;;1.0
303;350;Directed;6927;;1.0
350;205;Directed;7323;;1.0
350;320;Directed;7325;;1.0
350;131;Directed;7322;;1.0
350;303;Directed;7324;;1.0
350;350;Directed;7326;;1.0
743;205;Directed;10045;;1.0
743;886;Directed;10048;;1.0
743;987;Directed;10049;;1.0
743;867;Directed;10047;;1.0
743;131;Directed;10044;;1.0
743;743;Directed;10046;;1.0
134;205;Directed;4382;;1.0
134;346;Directed;4385;;1.0
134;134;Directed;4381;;1.0
134;289;Directed;4383;;1.0
134;290;Directed;4384;;1.0
134;450;Directed;4386;;1.0
289;205;Directed;6848;;1.0
289;346;Directed;6851;;1.0
289;134;Directed;6847;;1.0
289;289;Directed;6849;;1.0
289;290;Directed;6850;;1.0
289;450;Directed;6852;;1.0
290;205;Directed;6854;;1.0
290;346;Directed;6857;;1.0
290;134;Directed;6853;;1.0
290;289;Directed;6855;;1.0
290;290;Directed;6856;;1.0
290;450;Directed;6858;;1.0
450;205;Directed;8089;;1.0
450;346;Directed;8092;;1.0
450;134;Directed;8088;;1.0
450;289;Directed;8090;;1.0
450;290;Directed;8091;;1.0
450;450;Directed;8093;;1.0
135;205;Directed;4389;;1.0
135;148;Directed;4388;;1.0
135;687;Directed;4391;;1.0
135;135;Directed;4387;;1.0
135;475;Directed;4390;;1.0
135;1103;Directed;4392;;1.0
475;205;Directed;8232;;1.0
475;148;Directed;8231;;1.0
475;687;Directed;8234;;1.0
475;135;Directed;8230;;1.0
475;475;Directed;8233;;1.0
475;1103;Directed;8235;;1.0
1103;205;Directed;12827;;1.0
1103;148;Directed;12826;;1.0
1103;687;Directed;12829;;1.0
1103;135;Directed;12825;;1.0
1103;475;Directed;12828;;1.0
1103;1103;Directed;12830;;1.0
136;205;Directed;4395;;6.0
136;857;Directed;4403;;1.0
136;884;Directed;4405;;1.0
136;406;Directed;4398;;1.0
136;217;Directed;4396;;1.0
136;746;Directed;4401;;1.0
136;863;Directed;4404;;1.0
136;1061;Directed;4409;;1.0
136;136;Directed;4393;;6.0
136;170;Directed;4394;;1.0
136;390;Directed;4397;;1.0
136;596;Directed;4399;;1.0
136;703;Directed;4400;;1.0
136;833;Directed;4402;;1.0
136;885;Directed;4406;;2.0
136;967;Directed;4407;;1.0
136;1006;Directed;4408;;1.0
170;205;Directed;4793;;2.0
170;236;Directed;4794;;1.0
170;863;Directed;4797;;1.0
170;136;Directed;4790;;1.0
170;170;Directed;4791;;2.0
170;596;Directed;4796;;1.0
170;203;Directed;4792;;1.0
170;248;Directed;4795;;1.0
390;205;Directed;7608;;1.0
390;406;Directed;7610;;1.0
390;746;Directed;7611;;1.0
390;136;Directed;7607;;1.0
390;390;Directed;7609;;1.0
596;205;Directed;9031;;1.0
596;863;Directed;9033;;1.0
596;136;Directed;9029;;1.0
596;170;Directed;9030;;1.0
596;596;Directed;9032;;1.0
703;205;Directed;9741;;1.0
703;136;Directed;9740;;1.0
703;703;Directed;9742;;1.0
703;833;Directed;9743;;1.0
703;885;Directed;9744;;1.0
703;1006;Directed;9745;;1.0
833;205;Directed;10752;;1.0
833;136;Directed;10751;;1.0
833;703;Directed;10753;;1.0
833;833;Directed;10754;;1.0
833;885;Directed;10755;;1.0
833;1006;Directed;10756;;1.0
885;205;Directed;11172;;2.0
885;884;Directed;11176;;1.0
885;217;Directed;11173;;1.0
885;136;Directed;11171;;2.0
885;703;Directed;11174;;1.0
885;833;Directed;11175;;1.0
885;885;Directed;11177;;2.0
885;1006;Directed;11178;;1.0
967;205;Directed;11897;;1.0
967;857;Directed;11898;;1.0
967;136;Directed;11896;;1.0
967;967;Directed;11899;;1.0
1006;205;Directed;12190;;1.0
1006;136;Directed;12189;;1.0
1006;703;Directed;12191;;1.0
1006;833;Directed;12192;;1.0
1006;885;Directed;12193;;1.0
1006;1006;Directed;12194;;1.0
138;205;Directed;4417;;1.0
138;886;Directed;4421;;1.0
138;208;Directed;4418;;1.0
138;138;Directed;4416;;1.0
138;694;Directed;4419;;1.0
138;739;Directed;4420;;1.0
138;1091;Directed;4422;;1.0
694;205;Directed;9675;;1.0
694;886;Directed;9679;;1.0
694;208;Directed;9676;;1.0
694;138;Directed;9674;;1.0
694;694;Directed;9677;;1.0
694;739;Directed;9678;;1.0
694;1091;Directed;9680;;1.0
739;205;Directed;10017;;1.0
739;886;Directed;10021;;1.0
739;208;Directed;10018;;1.0
739;138;Directed;10016;;1.0
739;694;Directed;10019;;1.0
739;739;Directed;10020;;1.0
739;1091;Directed;10022;;1.0
1091;205;Directed;12761;;1.0
1091;886;Directed;12765;;1.0
1091;208;Directed;12762;;1.0
1091;138;Directed;12760;;1.0
1091;694;Directed;12763;;1.0
1091;739;Directed;12764;;1.0
1091;1091;Directed;12766;;1.0
139;205;Directed;4424;;1.0
139;139;Directed;4423;;1.0
139;669;Directed;4425;;1.0
139;708;Directed;4426;;1.0
139;773;Directed;4427;;1.0
669;205;Directed;9496;;1.0
669;139;Directed;9495;;1.0
669;669;Directed;9497;;1.0
669;708;Directed;9498;;1.0
669;773;Directed;9499;;1.0
708;205;Directed;9770;;1.0
708;139;Directed;9769;;1.0
708;669;Directed;9771;;1.0
708;708;Directed;9772;;1.0
708;773;Directed;9773;;1.0
773;205;Directed;10386;;1.0
773;139;Directed;10385;;1.0
773;669;Directed;10387;;1.0
773;708;Directed;10388;;1.0
773;773;Directed;10389;;1.0
140;205;Directed;4429;;1.0
140;431;Directed;4431;;1.0
140;318;Directed;4430;;1.0
140;140;Directed;4428;;1.0
140;1060;Directed;4432;;1.0
1060;205;Directed;12564;;1.0
1060;431;Directed;12566;;1.0
1060;318;Directed;12565;;1.0
1060;140;Directed;12563;;1.0
1060;1060;Directed;12567;;1.0
141;205;Directed;4434;;1.0
141;851;Directed;4437;;1.0
141;141;Directed;4433;;1.0
141;499;Directed;4435;;1.0
141;627;Directed;4436;;1.0
141;937;Directed;4438;;1.0
499;205;Directed;8377;;1.0
499;851;Directed;8380;;1.0
499;141;Directed;8376;;1.0
499;499;Directed;8378;;1.0
499;627;Directed;8379;;1.0
499;937;Directed;8381;;1.0
627;205;Directed;9243;;1.0
627;851;Directed;9246;;1.0
627;141;Directed;9242;;1.0
627;499;Directed;9244;;1.0
627;627;Directed;9245;;1.0
627;937;Directed;9247;;1.0
937;205;Directed;11693;;4.0
937;217;Directed;11694;;1.0
937;851;Directed;11701;;1.0
937;572;Directed;11696;;1.0
937;717;Directed;11699;;1.0
937;1061;Directed;11703;;1.0
937;141;Directed;11690;;1.0
937;499;Directed;11695;;1.0
937;627;Directed;11698;;1.0
937;937;Directed;11702;;4.0
937;165;Directed;11691;;1.0
937;168;Directed;11692;;1.0
937;611;Directed;11697;;1.0
937;759;Directed;11700;;1.0
142;205;Directed;4440;;1.0
142;142;Directed;4439;;1.0
142;272;Directed;4441;;1.0
142;729;Directed;4442;;1.0
142;818;Directed;4443;;1.0
142;1007;Directed;4444;;1.0
272;205;Directed;6736;;1.0
272;142;Directed;6735;;1.0
272;272;Directed;6737;;1.0
272;729;Directed;6738;;1.0
272;818;Directed;6739;;1.0
272;1007;Directed;6740;;1.0
729;205;Directed;9935;;1.0
729;142;Directed;9934;;1.0
729;272;Directed;9936;;1.0
729;729;Directed;9937;;1.0
729;818;Directed;9938;;1.0
729;1007;Directed;9939;;1.0
818;205;Directed;10666;;2.0
818;398;Directed;10668;;1.0
818;989;Directed;10673;;1.0
818;851;Directed;10672;;1.0
818;142;Directed;10665;;1.0
818;272;Directed;10667;;1.0
818;729;Directed;10670;;1.0
818;818;Directed;10671;;2.0
818;1007;Directed;10674;;1.0
818;519;Directed;10669;;1.0
1007;205;Directed;12198;;5.0
1007;148;Directed;12196;;3.0
1007;142;Directed;12195;;1.0
1007;272;Directed;12199;;1.0
1007;729;Directed;12204;;1.0
1007;818;Directed;12207;;1.0
1007;1007;Directed;12210;;5.0
1007;393;Directed;12201;;1.0
1007;728;Directed;12203;;1.0
1007;750;Directed;12205;;1.0
1007;813;Directed;12206;;1.0
1007;920;Directed;12208;;1.0
1007;951;Directed;12209;;1.0
1007;150;Directed;12197;;1.0
1007;278;Directed;12200;;1.0
1007;680;Directed;12202;;1.0
143;205;Directed;4446;;1.0
143;605;Directed;4447;;1.0
143;1008;Directed;4451;;1.0
143;143;Directed;4445;;1.0
143;660;Directed;4448;;1.0
143;803;Directed;4449;;1.0
143;871;Directed;4450;;1.0
660;205;Directed;9447;;1.0
660;605;Directed;9448;;1.0
660;1008;Directed;9452;;1.0
660;143;Directed;9446;;1.0
660;660;Directed;9449;;1.0
660;803;Directed;9450;;1.0
660;871;Directed;9451;;1.0
803;205;Directed;10580;;1.0
803;605;Directed;10581;;1.0
803;1008;Directed;10585;;1.0
803;143;Directed;10579;;1.0
803;660;Directed;10582;;1.0
803;803;Directed;10583;;1.0
803;871;Directed;10584;;1.0
871;205;Directed;11052;;1.0
871;605;Directed;11053;;1.0
871;1008;Directed;11057;;1.0
871;143;Directed;11051;;1.0
871;660;Directed;11054;;1.0
871;803;Directed;11055;;1.0
871;871;Directed;11056;;1.0
1017;205;Directed;12296;;1.0
1017;144;Directed;12295;;1.0
1017;318;Directed;12297;;1.0
1017;1017;Directed;12298;;1.0
1017;1028;Directed;12299;;1.0
1028;205;Directed;12361;;1.0
1028;144;Directed;12360;;1.0
1028;318;Directed;12362;;1.0
1028;1017;Directed;12363;;1.0
1028;1028;Directed;12364;;1.0
146;205;Directed;4466;;1.0
146;146;Directed;4465;;1.0
146;284;Directed;4467;;1.0
146;428;Directed;4468;;1.0
146;516;Directed;4469;;1.0
146;658;Directed;4470;;1.0
146;776;Directed;4471;;1.0
146;1019;Directed;4472;;1.0
284;205;Directed;6814;;1.0
284;146;Directed;6813;;1.0
284;284;Directed;6815;;1.0
284;428;Directed;6816;;1.0
284;516;Directed;6817;;1.0
284;658;Directed;6818;;1.0
284;776;Directed;6819;;1.0
284;1019;Directed;6820;;1.0
428;205;Directed;7915;;1.0
428;146;Directed;7914;;1.0
428;284;Directed;7916;;1.0
428;428;Directed;7917;;1.0
428;516;Directed;7918;;1.0
428;658;Directed;7919;;1.0
428;776;Directed;7920;;1.0
428;1019;Directed;7921;;1.0
516;205;Directed;8486;;1.0
516;146;Directed;8485;;1.0
516;284;Directed;8487;;1.0
516;428;Directed;8488;;1.0
516;516;Directed;8489;;1.0
516;658;Directed;8490;;1.0
516;776;Directed;8491;;1.0
516;1019;Directed;8492;;1.0
658;205;Directed;9434;;1.0
658;146;Directed;9433;;1.0
658;284;Directed;9435;;1.0
658;428;Directed;9436;;1.0
658;516;Directed;9437;;1.0
658;658;Directed;9438;;1.0
658;776;Directed;9439;;1.0
658;1019;Directed;9440;;1.0
776;205;Directed;10402;;2.0
776;146;Directed;10401;;1.0
776;284;Directed;10404;;1.0
776;428;Directed;10405;;1.0
776;516;Directed;10408;;1.0
776;658;Directed;10409;;1.0
776;776;Directed;10410;;2.0
776;1019;Directed;10411;;1.0
776;209;Directed;10403;;1.0
776;455;Directed;10406;;1.0
776;456;Directed;10407;;1.0
1019;205;Directed;12306;;1.0
1019;146;Directed;12305;;1.0
1019;284;Directed;12307;;1.0
1019;428;Directed;12308;;1.0
1019;516;Directed;12309;;1.0
1019;658;Directed;12310;;1.0
1019;776;Directed;12311;;1.0
1019;1019;Directed;12312;;1.0
188;205;Directed;4943;;1.0
188;148;Directed;4941;;1.0
188;188;Directed;4942;;1.0
188;379;Directed;4944;;1.0
188;410;Directed;4945;;1.0
206;205;Directed;6182;;1.0
206;148;Directed;6181;;1.0
206;206;Directed;6183;;1.0
206;411;Directed;6184;;1.0
206;413;Directed;6185;;1.0
230;205;Directed;6421;;1.0
230;148;Directed;6420;;1.0
230;230;Directed;6422;;1.0
230;839;Directed;6423;;1.0
230;956;Directed;6424;;1.0
231;205;Directed;6427;;2.0
231;163;Directed;6426;;1.0
231;148;Directed;6425;;1.0
231;231;Directed;6428;;2.0
231;342;Directed;6430;;1.0
231;233;Directed;6429;;1.0
231;791;Directed;6431;;1.0
263;205;Directed;6686;;1.0
263;148;Directed;6685;;1.0
263;263;Directed;6687;;1.0
263;291;Directed;6688;;1.0
263;875;Directed;6689;;1.0
291;205;Directed;6860;;1.0
291;148;Directed;6859;;1.0
291;263;Directed;6861;;1.0
291;291;Directed;6862;;1.0
291;875;Directed;6863;;1.0
342;205;Directed;7266;;1.0
342;148;Directed;7265;;1.0
342;231;Directed;7267;;1.0
342;342;Directed;7268;;1.0
354;205;Directed;7349;;1.0
354;837;Directed;7353;;1.0
354;148;Directed;7348;;1.0
354;354;Directed;7350;;1.0
354;358;Directed;7351;;1.0
354;760;Directed;7352;;1.0
358;205;Directed;7377;;1.0
358;837;Directed;7381;;1.0
358;148;Directed;7376;;1.0
358;354;Directed;7378;;1.0
358;358;Directed;7379;;1.0
